project,bug_id,split,method,num_test_classes,num_trigger_classes,first_trigger_rank,normalized_first_trigger_rank,detected_at_1pct,detected_at_2pct,detected_at_5pct,detected_at_10pct,detected_at_20pct,detected_at_50pct,detected_at_100pct,reciprocal_rank,apfd,candidate_trigger_in_top200,reranker_input_tokens,reranker_output_tokens,reranker_cost_usd,reranker_wall_ms,patch_truncated,missing_test_source_count,qualified_id,experiment_commit,run_id,available
Cli,26,evaluation,Random,23,1,12.113,0.5266521739130432,0.042,0.042,0.073,0.141,0.218,0.496,1.0,0.15939358887194224,0.49508695652173884,true,,,0.0,,false,0,Cli-26,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,26,evaluation,BM25,23,1,1,0.043478260869565216,true,true,true,true,true,true,true,1.0,0.9782608695652174,true,,,0.0,,false,0,Cli-26,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,26,evaluation,Embedding,23,1,1,0.043478260869565216,true,true,true,true,true,true,true,1.0,0.9782608695652174,true,8349.404653679654,0.0,0.0001761724381926407,284.18885824891424,false,0,Cli-26,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,26,evaluation,Jev,23,1,1,0.043478260869565216,true,true,true,true,true,true,true,1.0,0.9782608695652174,true,47429.0,552.0,0.00210157899,1591.3872700184584,false,0,Cli-26,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,26,evaluation,GPT-Nano,23,1,2,0.08695652173913043,false,false,true,true,true,true,true,0.5,0.9347826086956522,true,38264.0,437.0,0.008649997750000001,3826.2400109670125,false,0,Cli-26,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,27,evaluation,Random,22,3,5.66,0.2572727272727268,0.134,0.134,0.27,0.383,0.561,0.898,1.0,0.3313411267224345,0.7654545454545448,true,,,0.0,,false,0,Cli-27,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,27,evaluation,BM25,22,3,20,0.9090909090909091,false,false,false,false,false,false,true,0.05,0.11363636363636367,true,,,0.0,,false,0,Cli-27,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,27,evaluation,Embedding,22,3,15,0.6818181818181818,false,false,false,false,false,false,true,0.06666666666666667,0.34090909090909094,true,9750.476082251082,0.0,0.0002057350453354978,173.36807651140373,false,0,Cli-27,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,27,evaluation,Jev,22,3,18,0.8181818181818182,false,false,false,false,false,false,true,0.05555555555555555,0.2045454545454545,true,43730.0,528.0,0.0019376762999999998,1063.058880972676,false,0,Cli-27,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
Cli,27,evaluation,GPT-Nano,22,3,20,0.9090909090909091,false,false,false,false,false,false,true,0.05,0.11363636363636367,true,35502.0,418.0,0.0080421595,3498.3026609988883,false,0,Cli-27,edc70bacd23f2fc5f511ef4d97a33376e7b20bf8,eval-v1-20260923T035853+0000,true
